deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
train_barishal_0001.wav,1.8744514,1.8576354,3.7620175,2.686639,3.1110744,NISQAv2
train_barishal_0002.wav,1.7408196,2.0740569,3.478931,2.4880307,2.882578,NISQAv2
train_barishal_0003.wav,1.8058329,1.6648276,3.7917128,2.3300943,3.05555,NISQAv2
train_barishal_0004.wav,1.495055,1.4184669,3.720245,2.0382297,2.8766947,NISQAv2
train_barishal_0005.wav,2.2189374,1.6782533,3.8780274,2.2141252,3.0138905,NISQAv2
train_barishal_0006.wav,1.939913,1.7504752,3.5035794,2.0721517,2.919228,NISQAv2
train_barishal_0007.wav,1.9088538,1.9085653,3.781343,2.5450602,3.3580577,NISQAv2
train_barishal_0008.wav,1.7333565,1.9310467,3.7816284,2.3636065,3.2273114,NISQAv2
train_barishal_0009.wav,1.8092529,1.8573443,3.0762935,2.0567234,2.375389,NISQAv2
train_barishal_0010.wav,1.7060727,1.796925,3.5203216,1.8875105,2.752429,NISQAv2
train_barishal_0011.wav,1.9361365,1.8249105,3.6083841,2.4595056,2.8300078,NISQAv2
train_barishal_0012.wav,1.7211958,1.2998922,3.6986697,2.3547401,3.0537558,NISQAv2
train_barishal_0013.wav,1.9396654,2.214006,3.022933,2.2864368,2.6486437,NISQAv2
train_barishal_0014.wav,2.000375,1.7000788,3.1478562,2.571756,2.6775825,NISQAv2
train_barishal_0015.wav,2.165767,1.495371,3.7374046,2.9366198,2.3479383,NISQAv2
train_barishal_0016.wav,1.8887987,1.3344233,3.7131233,2.8006113,2.436374,NISQAv2
train_barishal_0017.wav,1.444614,1.3637861,3.4625788,2.0986118,2.2422585,NISQAv2
train_barishal_0018.wav,1.8904705,1.781982,3.5499918,2.5537605,2.9181123,NISQAv2
train_barishal_0019.wav,1.907346,1.7093445,3.5513742,2.245208,2.4002635,NISQAv2
train_barishal_0020.wav,1.9997368,1.4262367,3.5075102,2.5340142,2.581147,NISQAv2
train_barishal_0021.wav,2.1348002,2.3156755,3.5922024,2.5050635,2.5208614,NISQAv2
train_barishal_0022.wav,1.9516666,1.469876,3.520786,2.3996973,2.5628548,NISQAv2
train_barishal_0023.wav,1.8182093,1.5042881,3.486788,2.222627,2.6557994,NISQAv2
train_barishal_0024.wav,2.5844643,2.1479208,3.572833,2.4036176,3.0727658,NISQAv2
train_barishal_0025.wav,2.5891802,2.0396695,3.6294281,3.030283,2.3203528,NISQAv2
train_barishal_0026.wav,2.3761606,2.4266324,3.638421,2.9862607,2.339908,NISQAv2
train_barishal_0027.wav,2.083461,1.8322057,3.514562,2.4386766,2.806606,NISQAv2
train_barishal_0028.wav,1.9695436,2.064139,3.2279773,2.230003,2.9997275,NISQAv2
train_barishal_0029.wav,2.2196813,1.8922961,3.39659,2.2884645,3.0996156,NISQAv2
train_barishal_0030.wav,2.0126317,1.7639018,3.5697644,2.2646286,2.914413,NISQAv2
train_barishal_0031.wav,1.9520841,1.5704589,3.390131,2.3966174,1.9665835,NISQAv2
train_barishal_0032.wav,2.0042431,1.6403003,3.3194098,2.118579,2.229183,NISQAv2
train_barishal_0033.wav,2.2115705,1.9049333,3.6984284,2.4449024,2.7176914,NISQAv2
train_barishal_0034.wav,1.871293,1.568257,3.4734218,2.628616,2.5574255,NISQAv2
train_barishal_0035.wav,2.150236,2.5298293,3.6395829,2.7834826,3.0063002,NISQAv2
train_barishal_0036.wav,1.7497312,1.6122141,3.7421677,2.0510747,2.99727,NISQAv2
train_barishal_0037.wav,2.4216752,2.0614371,3.4380794,2.8312674,3.1147184,NISQAv2
train_barishal_0038.wav,1.9970376,1.7334938,3.6141336,2.4982903,2.725277,NISQAv2
train_barishal_0039.wav,2.3494678,1.9934698,3.6692944,2.571764,2.3270094,NISQAv2
train_barishal_0040.wav,2.2977726,1.7635576,3.7840683,3.013747,2.5088627,NISQAv2
train_barishal_0041.wav,1.9234856,1.6388319,3.372603,2.561113,2.1097987,NISQAv2
train_barishal_0042.wav,1.7800277,1.3951355,3.4281766,2.57239,2.1919804,NISQAv2
train_barishal_0043.wav,2.803495,2.1889,3.5098228,3.1097627,3.1325567,NISQAv2
train_barishal_0044.wav,2.3132567,1.8711989,3.4306617,2.7521517,3.0337691,NISQAv2
train_barishal_0045.wav,2.5142612,1.8541995,3.5454228,2.4949613,3.1428668,NISQAv2
train_barishal_0046.wav,2.1940255,1.6199672,3.7622502,3.1429787,2.334466,NISQAv2
train_barishal_0047.wav,2.2580173,1.7352577,3.4342175,3.0050445,2.1502948,NISQAv2
train_barishal_0048.wav,2.4851139,1.8328918,3.3896952,3.0973766,3.3698418,NISQAv2
train_barishal_0049.wav,2.7153738,2.2126641,3.735395,2.593094,3.291004,NISQAv2
train_barishal_0050.wav,2.3691661,2.0587897,3.0892963,2.8505063,3.1745365,NISQAv2
train_barishal_0051.wav,2.1672494,1.7160317,3.4807339,2.588389,3.3646092,NISQAv2
train_barishal_0052.wav,2.3650875,1.651506,3.4207656,2.900802,3.459983,NISQAv2
train_barishal_0053.wav,2.2518287,1.7385074,3.4137263,2.8873928,2.3101118,NISQAv2
train_barishal_0054.wav,2.429251,1.8191843,3.6248846,2.9216957,3.2996464,NISQAv2
train_barishal_0055.wav,2.1841588,1.7822798,3.394504,2.8683047,2.0579917,NISQAv2
train_barishal_0056.wav,1.9668564,1.8537837,3.660421,2.6125462,2.827111,NISQAv2
train_barishal_0057.wav,1.991203,1.8150418,3.6510365,2.3247411,2.6377704,NISQAv2
train_barishal_0058.wav,2.3988307,1.7942164,3.6556697,2.7584722,2.4655576,NISQAv2
train_barishal_0059.wav,2.4044816,2.0612738,3.3339605,2.773941,2.1015294,NISQAv2
train_barishal_0060.wav,2.2172296,1.6176519,3.463661,2.4050493,2.414659,NISQAv2
train_barishal_0061.wav,1.9974765,1.4825429,3.6938984,2.573864,2.873658,NISQAv2
train_barishal_0062.wav,2.1399343,2.523054,3.3917265,2.7123308,2.977202,NISQAv2
train_barishal_0063.wav,3.106685,2.3141656,3.9969087,2.964966,3.5909631,NISQAv2
train_barishal_0064.wav,2.688128,2.0022266,3.8893335,2.8026342,3.2770288,NISQAv2
train_barishal_0065.wav,2.5273387,2.0043268,3.3463771,2.7158465,2.946099,NISQAv2
train_barishal_0066.wav,2.358905,1.790352,3.6614065,2.7491875,2.650259,NISQAv2
train_barishal_0067.wav,1.8812592,1.3816745,3.476255,2.724792,2.3927562,NISQAv2
train_barishal_0068.wav,2.3562007,1.9438207,3.00529,2.6766493,2.5637238,NISQAv2
train_barishal_0069.wav,2.5441973,1.881637,3.5701027,3.0353777,2.3164623,NISQAv2
train_barishal_0070.wav,2.760525,2.1737535,3.374066,3.1140866,2.6825907,NISQAv2
train_barishal_0071.wav,2.1211789,1.8288751,2.8675504,2.7196429,2.110498,NISQAv2
train_barishal_0072.wav,2.2353718,2.202562,2.8835428,2.4841504,2.833057,NISQAv2
train_barishal_0073.wav,2.2332637,2.06546,3.3002799,2.1040168,3.0442555,NISQAv2
train_barishal_0074.wav,1.9918485,1.8661138,3.4423163,2.780753,2.816428,NISQAv2
train_barishal_0075.wav,2.136259,1.7466199,3.587557,2.6024525,2.7040882,NISQAv2
train_barishal_0076.wav,2.2423253,2.1386309,3.4981642,2.5160718,2.7248542,NISQAv2
train_barishal_0077.wav,2.1109607,1.6259661,3.5606205,2.6745052,2.3272452,NISQAv2
train_barishal_0078.wav,2.259204,2.579301,2.9061463,2.6178663,2.7134116,NISQAv2
train_barishal_0079.wav,2.372067,2.1091967,3.6557376,2.6490567,2.9501486,NISQAv2
train_barishal_0080.wav,2.2505722,1.7638544,3.3965495,2.5128014,2.8024201,NISQAv2
train_barishal_0081.wav,2.1542697,2.019842,3.4473112,2.5557964,2.7117507,NISQAv2
train_barishal_0082.wav,2.0920386,1.9578489,3.4882479,2.377095,2.3769891,NISQAv2
train_barishal_0083.wav,2.1843333,1.9561763,3.5374064,2.3298707,2.617974,NISQAv2
train_barishal_0084.wav,1.8999106,1.6854957,3.4395487,2.3023684,2.5156703,NISQAv2
train_barishal_0085.wav,2.5060165,2.1046224,3.687574,3.0335753,2.9074464,NISQAv2
train_barishal_0086.wav,2.1512644,1.7356297,3.7100341,2.3792012,3.0287175,NISQAv2
train_barishal_0087.wav,2.3154898,2.1746716,3.3784246,2.7398856,2.3665354,NISQAv2
train_barishal_0088.wav,2.2811682,2.0438404,3.2381659,2.2638345,2.5475607,NISQAv2
train_barishal_0089.wav,2.3896594,2.0116837,3.53647,2.3863676,2.9684083,NISQAv2
train_barishal_0090.wav,2.3028126,1.7341683,3.6765282,2.275353,2.876512,NISQAv2
train_barishal_0091.wav,2.2024019,2.0110426,3.6465578,2.4556994,2.576667,NISQAv2
train_barishal_0092.wav,2.5020697,1.8730779,3.595536,2.5808947,2.8011732,NISQAv2
train_barishal_0093.wav,2.2422013,1.698107,3.6030874,2.501889,2.3331296,NISQAv2
train_barishal_0094.wav,2.2124317,1.6746937,3.6855032,2.5094788,2.4007227,NISQAv2
train_barishal_0095.wav,2.4909194,2.226594,3.375633,2.9354966,2.1182284,NISQAv2
train_barishal_0096.wav,2.1027076,1.7545862,3.4537284,2.537023,2.2784324,NISQAv2
train_barishal_0097.wav,2.2757685,1.7012644,3.5075936,2.4228978,2.3298721,NISQAv2
train_barishal_0098.wav,2.0259528,1.481807,3.5821567,2.6273122,2.3166175,NISQAv2
train_barishal_0099.wav,2.1933253,1.6576637,3.8469923,2.7910643,2.7874615,NISQAv2
train_barishal_0100.wav,2.279915,1.776679,3.48782,2.6447976,2.5414007,NISQAv2
train_barishal_0101.wav,2.887521,2.7372973,4.1917553,3.5897467,3.6109645,NISQAv2
train_barishal_0102.wav,3.2303555,2.790266,4.081221,3.678052,3.8766866,NISQAv2
train_barishal_0103.wav,2.427554,2.6126328,4.265911,3.59563,3.2108364,NISQAv2
train_barishal_0104.wav,3.0765853,2.5687847,4.340167,3.8999848,3.6609905,NISQAv2
train_barishal_0105.wav,2.9478161,2.5971117,4.3515897,3.7230766,3.6177323,NISQAv2
train_barishal_0106.wav,2.5609994,2.2039807,4.2989492,3.7851877,3.5428872,NISQAv2
train_barishal_0107.wav,2.7331953,2.4344242,4.3216515,3.6636539,3.4825861,NISQAv2
train_barishal_0108.wav,3.2244382,2.4774928,4.249222,3.8877163,3.7549956,NISQAv2
train_barishal_0109.wav,3.0453227,2.2751024,4.189636,3.8818982,3.7623963,NISQAv2
train_barishal_0110.wav,2.8610165,2.3472767,3.977895,3.595085,3.6663692,NISQAv2
train_barishal_0111.wav,3.2684863,2.829307,3.7821147,3.4556928,3.7306287,NISQAv2
train_barishal_0112.wav,3.0857232,2.42082,4.3081636,3.8830967,3.7081556,NISQAv2
train_barishal_0113.wav,3.1100671,2.1210196,4.3900237,3.7961476,3.6916509,NISQAv2
train_barishal_0114.wav,3.0081272,2.119989,4.393048,3.9127407,3.5757458,NISQAv2
train_barishal_0115.wav,2.2077904,1.8111149,4.2397714,3.6181235,3.2970195,NISQAv2
train_barishal_0116.wav,2.8230577,2.3486419,3.4844608,3.0645132,3.3640423,NISQAv2
train_barishal_0117.wav,3.5441587,2.599954,4.3528214,3.713293,3.9230707,NISQAv2
train_barishal_0118.wav,3.1175127,2.4918349,4.43558,3.7614322,3.797721,NISQAv2
train_barishal_0119.wav,3.2771032,2.0799158,4.2475843,3.6761508,3.5480773,NISQAv2
train_barishal_0120.wav,3.3940504,2.4033842,4.2873807,3.7095456,3.7454164,NISQAv2
train_barishal_0121.wav,3.3567767,2.4371223,4.3511744,3.6957276,3.8293822,NISQAv2
train_barishal_0122.wav,3.4196775,2.520526,4.4250298,3.842817,3.7977998,NISQAv2
train_barishal_0123.wav,3.0821273,2.111912,4.3665743,3.910327,3.6442828,NISQAv2
train_barishal_0124.wav,3.0651674,2.086961,4.300897,3.7426696,3.422683,NISQAv2
train_barishal_0125.wav,2.3151639,2.1303232,4.1669455,3.1444361,3.0549982,NISQAv2
train_barishal_0126.wav,2.9781625,2.283265,3.9986365,3.4366918,3.3829043,NISQAv2
train_barishal_0127.wav,3.2049305,2.382452,4.167338,3.8383255,3.8895047,NISQAv2
train_barishal_0128.wav,3.0120811,2.1551955,4.0745893,3.3883624,3.6771193,NISQAv2
train_barishal_0129.wav,2.528555,2.1152494,3.9997303,3.4474127,3.4668934,NISQAv2
train_barishal_0130.wav,3.241855,2.317799,4.338592,3.7402904,3.657565,NISQAv2
train_barishal_0131.wav,2.8766606,2.236563,4.281236,3.717379,3.601663,NISQAv2
train_barishal_0132.wav,3.3020053,2.2671812,4.2514896,3.8515954,3.6453466,NISQAv2
train_barishal_0133.wav,3.597165,2.5860083,4.3530912,3.9050992,3.6990008,NISQAv2
train_barishal_0134.wav,3.094642,2.1582541,4.497302,3.7856438,3.9233663,NISQAv2
train_barishal_0135.wav,3.2038755,2.3642871,4.2114935,3.6969113,3.39675,NISQAv2
train_barishal_0136.wav,3.4213789,2.4980974,4.4415264,3.90837,3.883537,NISQAv2
train_barishal_0137.wav,3.0048032,2.404543,4.3927083,3.79547,3.4593034,NISQAv2
train_barishal_0138.wav,1.0527602,1.8583709,2.5019295,1.2633817,1.5803742,NISQAv2
train_barishal_0139.wav,1.43599,2.1303802,3.3803596,1.4911584,1.9926407,NISQAv2
train_barishal_0140.wav,1.4242496,2.1345742,3.606177,1.5952039,2.307794,NISQAv2
train_barishal_0141.wav,1.1147519,1.803566,3.007043,1.3477521,1.8346359,NISQAv2
train_barishal_0142.wav,1.3503314,2.2072573,3.266831,1.6720673,2.0798552,NISQAv2
train_barishal_0143.wav,1.1847013,2.2306194,2.9517984,1.7464213,1.5950516,NISQAv2
train_barishal_0144.wav,2.7485728,3.0831115,4.0781593,2.3199828,2.387358,NISQAv2
train_barishal_0145.wav,2.6333141,2.5873342,3.8056622,2.6684155,2.4347014,NISQAv2
train_barishal_0146.wav,1.461878,2.3313088,2.309576,1.5116299,1.8772378,NISQAv2
train_barishal_0147.wav,1.1430465,2.0733519,2.3764002,1.4302343,1.4533561,NISQAv2
train_barishal_0148.wav,1.0727915,2.2202227,2.262095,1.4397513,1.28244,NISQAv2
train_barishal_0149.wav,1.0328416,2.4380698,2.8414292,1.4043847,1.2671362,NISQAv2
train_barishal_0150.wav,1.4449726,2.3761516,2.8734446,1.3782611,1.6764467,NISQAv2
train_barishal_0151.wav,1.4546487,2.1481595,2.9944623,1.362485,1.7823074,NISQAv2
train_barishal_0152.wav,1.6030722,2.6916661,3.1686673,1.676917,1.6659396,NISQAv2
train_barishal_0153.wav,1.3493367,1.8986752,2.8455758,1.6642582,1.59574,NISQAv2
train_barishal_0154.wav,1.124207,2.274489,2.7200105,1.6456187,1.2599642,NISQAv2
train_barishal_0155.wav,1.4207895,2.1096103,2.9074094,1.8222852,1.5232686,NISQAv2
train_barishal_0156.wav,1.072045,1.7871605,2.629896,1.7135177,1.3601714,NISQAv2
train_barishal_0157.wav,1.8772707,2.2846196,2.8771484,2.0269759,1.9643232,NISQAv2
train_barishal_0158.wav,0.9473181,1.9270885,2.5818024,1.3134015,1.4950272,NISQAv2
train_barishal_0159.wav,0.96635437,1.910963,2.5356593,1.4209146,1.3219098,NISQAv2
train_barishal_0160.wav,1.0193561,2.2717438,2.2853305,1.2484784,1.4553432,NISQAv2
train_barishal_0161.wav,1.2748488,2.6941805,3.001517,1.2432469,1.4908206,NISQAv2
train_barishal_0162.wav,0.8777088,2.2570016,2.5546215,1.5952729,1.2122236,NISQAv2
train_barishal_0163.wav,1.3183508,2.0611672,2.8553886,1.5219172,1.5166264,NISQAv2
train_barishal_0164.wav,1.3359747,2.1878464,2.776813,1.4027036,1.8597183,NISQAv2
train_barishal_0165.wav,1.7387624,2.4125094,3.0731733,1.7401083,1.5867453,NISQAv2
train_barishal_0166.wav,1.2538378,2.4959166,2.7054832,1.6445147,1.1722258,NISQAv2
train_barishal_0167.wav,1.111117,2.6455421,2.78626,1.5187327,1.4464852,NISQAv2
train_barishal_0168.wav,1.3683348,2.9142854,3.068255,1.4026093,1.2799048,NISQAv2
train_barishal_0169.wav,1.6288636,2.564214,2.9918733,1.4202707,1.3999275,NISQAv2
train_barishal_0170.wav,0.74926835,2.0582888,2.4625158,1.329165,1.2862682,NISQAv2
train_barishal_0171.wav,0.90894586,2.3009121,2.5823565,1.4326037,1.1452812,NISQAv2
train_barishal_0172.wav,0.86362725,1.9290729,2.475541,1.5064602,1.3687559,NISQAv2
train_barishal_0173.wav,2.0532708,3.0229294,3.5232859,2.3320146,1.5944046,NISQAv2
train_barishal_0174.wav,1.2044456,2.0573633,2.839016,1.6077859,1.2252697,NISQAv2
train_barishal_0175.wav,1.4114861,2.2691612,2.055468,1.7845013,1.8406581,NISQAv2
train_barishal_0176.wav,1.2181839,2.423433,2.750823,1.6585895,1.2504926,NISQAv2
train_barishal_0177.wav,1.4776182,2.4512093,2.9007888,2.1642985,1.1898474,NISQAv2
train_barishal_0178.wav,0.57580453,2.0616982,2.434598,1.1777642,1.2749313,NISQAv2
train_barishal_0179.wav,0.9589631,1.9557613,2.453079,1.4697092,1.2960831,NISQAv2
train_barishal_0180.wav,1.488558,2.4541345,3.0376167,1.5857956,1.4507612,NISQAv2
train_barishal_0181.wav,2.076428,3.053431,3.0795448,2.1954489,1.5595111,NISQAv2
train_barishal_0182.wav,1.8248773,2.3069904,3.1975853,2.2117057,1.431587,NISQAv2
train_barishal_0183.wav,2.1242723,3.4428,3.613546,1.6672966,1.7914243,NISQAv2
train_barishal_0184.wav,1.609452,2.3117611,2.9179914,1.8901157,1.2551576,NISQAv2
train_barishal_0185.wav,0.77979565,1.8954334,2.4072037,1.299548,1.3516942,NISQAv2
train_barishal_0186.wav,1.1774175,2.3357801,2.6595564,1.5512521,1.303699,NISQAv2
train_barishal_0187.wav,1.768168,2.3091142,2.953955,2.057994,1.4340407,NISQAv2
train_barishal_0188.wav,2.1865094,2.530139,3.2879755,2.6418495,1.7595459,NISQAv2
train_barishal_0189.wav,1.8334002,2.5010407,2.9271498,1.9809878,1.7425898,NISQAv2
train_barishal_0190.wav,2.4935968,2.9877002,3.6232414,1.9690226,1.9099556,NISQAv2
train_barishal_0191.wav,2.126033,2.6642416,3.3888178,2.4777098,1.5903411,NISQAv2
train_barishal_0192.wav,1.7886149,2.5569317,3.2109585,1.998517,1.5729011,NISQAv2
train_barishal_0193.wav,1.646404,2.5851648,2.929601,1.8862268,1.561372,NISQAv2
train_barishal_0194.wav,1.2752023,2.4528935,2.7542772,1.8294735,1.1449944,NISQAv2
train_barishal_0195.wav,1.7374372,2.8277612,3.1628366,1.7517605,1.6181965,NISQAv2
train_barishal_0196.wav,1.23194,2.2262945,2.725804,1.687426,1.458461,NISQAv2
train_barishal_0197.wav,0.8152143,2.2460678,2.2072303,1.3439629,1.1629341,NISQAv2
train_barishal_0198.wav,1.6345251,2.2831533,2.6091788,2.0286393,1.5764359,NISQAv2
train_barishal_0199.wav,0.93111557,2.0348165,2.5544825,1.6660179,1.2195888,NISQAv2
train_barishal_0200.wav,1.1824989,2.0381513,2.6877472,1.8804004,1.3225403,NISQAv2
train_barishal_0201.wav,1.283547,1.9827731,2.9304764,1.9049996,1.3186674,NISQAv2
train_barishal_0202.wav,1.0698766,1.8861102,2.5366948,1.4536734,1.3147577,NISQAv2
train_barishal_0203.wav,0.8270648,2.1904519,2.56426,1.418123,1.3250792,NISQAv2
train_barishal_0204.wav,1.1686293,1.8490442,3.372987,1.4003052,1.7050738,NISQAv2
train_barishal_0205.wav,1.4151393,2.1917493,2.9051704,1.7205198,1.7186768,NISQAv2
train_barishal_0206.wav,2.0623174,2.778658,1.9188683,2.019704,3.0450764,NISQAv2
train_barishal_0207.wav,2.0772765,1.8225194,2.2453191,2.769636,2.8364732,NISQAv2
train_barishal_0208.wav,2.6512687,2.4211595,3.6968274,2.9605618,3.0842996,NISQAv2
train_barishal_0209.wav,3.1825333,2.1434445,3.450656,3.4506142,3.517781,NISQAv2
train_barishal_0210.wav,3.329795,2.999491,3.7889607,3.6711788,3.3281124,NISQAv2
train_barishal_0211.wav,2.5781894,2.2513618,3.4054942,2.8539805,3.241299,NISQAv2
train_barishal_0212.wav,3.243483,2.4367113,4.1387362,4.0071177,3.3391764,NISQAv2
train_barishal_0213.wav,1.774755,2.2180402,3.626294,2.1512492,1.7847657,NISQAv2
train_barishal_0214.wav,1.8212436,1.9976735,3.4802537,2.3829944,1.9668928,NISQAv2
train_barishal_0215.wav,1.793452,2.1878057,3.6440516,2.4506874,2.038554,NISQAv2
train_barishal_0216.wav,2.637929,2.4114377,3.9693406,3.6978915,2.9616067,NISQAv2
train_barishal_0217.wav,3.0061307,2.2410686,3.8203962,3.8701515,3.1404483,NISQAv2
train_barishal_0218.wav,1.7180133,1.863094,3.6287167,2.1712928,1.850943,NISQAv2
train_barishal_0219.wav,1.6755476,1.8865683,3.5392437,1.9587924,1.7975155,NISQAv2
train_barishal_0220.wav,2.391566,2.2573528,3.6770086,2.837554,2.6221223,NISQAv2
train_barishal_0221.wav,1.8984679,2.0578654,3.54686,2.128419,2.0161664,NISQAv2
train_barishal_0222.wav,1.863456,1.9330926,3.462319,2.6824448,2.0216856,NISQAv2
train_barishal_0223.wav,3.0143397,2.0730982,4.0005913,3.9073954,3.51485,NISQAv2
train_barishal_0224.wav,1.8870223,1.9163558,3.4617515,2.2231843,2.2478166,NISQAv2
train_barishal_0225.wav,2.0555897,1.8517855,3.4464068,2.400013,2.50697,NISQAv2
train_barishal_0226.wav,3.4789255,2.0682917,4.201121,4.003432,4.0436797,NISQAv2
train_barishal_0227.wav,2.3988097,2.0231895,2.650557,2.8556378,3.3909912,NISQAv2
train_barishal_0228.wav,2.7310057,2.2516425,3.7452288,3.3480098,3.4098358,NISQAv2
train_barishal_0229.wav,1.476051,1.8787069,3.4250362,1.8236111,1.7630339,NISQAv2
train_barishal_0230.wav,2.1296027,1.9207572,3.8535964,3.1680696,2.6782377,NISQAv2
train_barishal_0231.wav,2.7299752,2.1122732,3.8456368,3.3429303,3.4258113,NISQAv2
train_barishal_0232.wav,2.7952032,1.8109515,3.9148238,3.7528317,3.5642297,NISQAv2
train_barishal_0233.wav,2.1953373,1.9148651,2.808334,2.639341,3.1442394,NISQAv2
train_barishal_0234.wav,2.3512583,1.9219476,3.6140943,3.204923,3.0076656,NISQAv2
train_barishal_0235.wav,2.1493604,1.8257482,3.404108,2.8843553,2.453792,NISQAv2
train_barishal_0236.wav,2.924668,2.2390935,3.7804866,3.6565864,3.6621807,NISQAv2
train_barishal_0237.wav,1.9309447,1.7834492,3.5671146,2.9742668,2.595072,NISQAv2
train_barishal_0238.wav,1.4893712,1.9446445,3.5319645,2.076344,1.6250063,NISQAv2
train_barishal_0239.wav,1.274944,1.8156291,2.579191,1.8780098,1.4851358,NISQAv2
train_barishal_0240.wav,1.58917,2.3336387,3.2714891,1.7724411,1.7987489,NISQAv2
train_barishal_0241.wav,1.3756338,2.2704642,3.5018992,1.9244928,1.5085596,NISQAv2
train_barishal_0242.wav,1.2258703,1.9228607,3.514917,1.7776563,1.8964559,NISQAv2
train_barishal_0243.wav,1.9808196,1.9017925,3.7034695,2.7090912,2.3281176,NISQAv2
train_barishal_0244.wav,1.6811719,1.7756557,3.7534945,3.177922,2.1432493,NISQAv2
train_barishal_0245.wav,1.2659866,1.5291191,2.9567676,1.8330415,1.9724295,NISQAv2
train_barishal_0246.wav,1.5823586,1.6460583,2.644032,2.1517963,2.2426033,NISQAv2
train_barishal_0247.wav,1.2995766,1.8579184,3.2273598,1.8839973,2.0067246,NISQAv2
train_barishal_0248.wav,1.165343,1.7303778,2.8232698,1.8252861,1.7478417,NISQAv2
train_barishal_0249.wav,1.409295,1.9885802,2.821063,2.0254586,1.9388081,NISQAv2
train_barishal_0250.wav,1.6751451,2.0701835,3.41677,2.6117873,2.5947366,NISQAv2
train_barishal_0251.wav,1.3017594,1.4997779,3.0349135,1.9312675,2.1730452,NISQAv2
train_barishal_0252.wav,1.2654382,1.49205,3.2091124,2.2336924,1.9262111,NISQAv2
train_barishal_0253.wav,1.2837057,1.6614906,3.2452183,2.3056467,1.9299934,NISQAv2
train_barishal_0254.wav,1.2658634,1.7387234,3.1784918,2.102478,2.174356,NISQAv2
train_barishal_0255.wav,1.3679034,1.8603183,3.4620082,1.8004231,1.9437076,NISQAv2
train_barishal_0256.wav,1.0279369,1.4839563,2.9713175,1.7500359,1.9045471,NISQAv2
train_barishal_0257.wav,1.2892393,1.8151208,3.4242184,1.8180939,1.7420189,NISQAv2
train_barishal_0258.wav,1.1055279,1.5346717,2.5492961,1.7239188,1.6263193,NISQAv2
train_barishal_0259.wav,1.2611153,1.6056852,2.7781374,1.9134511,2.0787866,NISQAv2
train_barishal_0260.wav,1.4153454,1.6270866,3.3917167,2.1921413,2.080933,NISQAv2
train_barishal_0261.wav,1.7793022,1.7371604,2.5477386,2.2639427,2.404333,NISQAv2
train_barishal_0262.wav,1.3061692,1.79009,2.7121692,1.972008,1.637736,NISQAv2
train_barishal_0263.wav,1.7049912,1.8015335,3.334323,2.3728468,2.259288,NISQAv2
train_barishal_0264.wav,1.561427,1.7220547,3.3323607,2.1948678,1.9418648,NISQAv2
train_barishal_0265.wav,1.7622339,2.1308143,3.5754964,2.5077753,2.1057682,NISQAv2
train_barishal_0266.wav,1.2625073,1.9389713,3.1725743,1.8049672,1.559289,NISQAv2
train_barishal_0267.wav,1.3407891,1.9128897,2.4512024,1.8741436,1.610598,NISQAv2
train_barishal_0268.wav,1.1385983,2.148343,3.421395,1.8147116,1.364067,NISQAv2
train_barishal_0269.wav,1.3476806,2.0705533,3.5672858,1.9520667,1.8310868,NISQAv2
train_barishal_0270.wav,1.7762873,2.0499606,3.4696963,2.427496,1.9426883,NISQAv2
train_barishal_0271.wav,1.5540341,2.216727,3.660688,1.8377181,1.8740578,NISQAv2
train_barishal_0272.wav,1.3666999,2.1293998,3.455198,1.9208107,1.6430898,NISQAv2
train_barishal_0273.wav,1.4833696,2.0465062,3.7184515,2.0353851,1.6133314,NISQAv2
train_barishal_0274.wav,1.6063638,2.0390599,3.6244116,2.0229037,1.6934961,NISQAv2
train_barishal_0275.wav,1.5905969,2.0581758,3.5191293,2.1173337,1.7972333,NISQAv2
train_barishal_0276.wav,1.8540599,2.1939127,3.7788637,2.1619844,2.0033486,NISQAv2
train_barishal_0277.wav,1.9738966,2.3701346,3.8314857,2.5750377,2.4875357,NISQAv2
train_barishal_0278.wav,1.8753324,2.1410255,3.731174,2.0043232,1.9146179,NISQAv2
train_barishal_0279.wav,1.2282745,2.1071374,3.5311723,1.6540672,1.5830575,NISQAv2
train_barishal_0280.wav,1.2181512,1.3188874,2.6492884,1.8648113,2.081416,NISQAv2
train_barishal_0281.wav,2.4329233,2.108814,4.045402,3.4650853,3.165102,NISQAv2
train_barishal_0282.wav,2.077285,2.4543052,3.7513747,2.324007,2.4555976,NISQAv2
train_barishal_0283.wav,2.2220893,1.8432628,3.5396478,2.4459667,2.718528,NISQAv2
train_barishal_0284.wav,2.1357872,1.7859869,3.4539657,2.4410403,2.7681954,NISQAv2
train_barishal_0285.wav,2.513861,1.8081509,3.6837487,2.9878433,3.14976,NISQAv2
train_barishal_0286.wav,2.8647525,2.3333006,3.8840973,3.0085006,3.367757,NISQAv2
train_barishal_0287.wav,2.0147202,1.8102356,2.1478462,2.3088205,2.9610434,NISQAv2
train_barishal_0288.wav,2.2108724,1.807263,3.0181386,2.8511722,3.056549,NISQAv2
train_barishal_0289.wav,2.426535,2.1301625,2.5447829,2.5994496,3.393147,NISQAv2
train_barishal_0290.wav,2.2334878,1.9104767,3.076209,2.561695,3.1392565,NISQAv2
train_barishal_0291.wav,2.3795576,1.9160167,2.4777894,2.7730556,3.3642478,NISQAv2
